root;encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance;Prediction
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;56940;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;59060;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;58760;0
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;212530;0
1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;209160;0
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;283850;0
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;338900;0
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;339880;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;383300;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1060630;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1178530;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;828500;0
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;208010;0
1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;215150;0
1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;223090;0
1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;232880;0
1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;239080;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;248560;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;257790;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;262750;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;266990;0
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;77430;0
1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;81420;0
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;91630;0
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;94420;0
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;107250;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;126550;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;145660;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;186750;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;193590;0
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;49440;0
1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;51360;0
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;47910;0
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;46750;0
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;49160;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;50200;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;52880;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;53450;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;52040;0
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;672970;0
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;671500;0
1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;673650;0
1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;2271210;0
1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2264750;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;2267790;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;2275100;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;5565990;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;5578370;0
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;40430;0
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;44600;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;41900;0
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;42230;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;43660;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;44110;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;46710;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;48150;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;45270;0
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;220780;0
1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;220370;0
1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;296210;0
1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;350440;0
1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;349540;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;392630;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1067140;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1183670;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;833190;0
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;214970;0
1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;224880;0
1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;234460;0
1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;244100;0
1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;250660;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;259530;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;268330;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;268830;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;272930;0
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;89180;0
1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;90930;0
1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;102280;0
1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;106310;0
1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;117480;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;138260;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;155440;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;199110;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;208540;0
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;64910;0
1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;62210;0
1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;61350;0
1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;59970;0
1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;57750;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;62120;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;64570;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;63590;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;64670;0
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;680310;0
1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;683560;0
1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;679100;0
1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;2275940;0
1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2269330;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;2272580;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;2287710;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;5615690;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;5619060;0
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;54530;0
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;53870;0
1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;53750;0
1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;57800;0
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;52070;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;56570;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;56650;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;57660;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;57250;0
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;211900;0
1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;210150;0
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;284170;0
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;338270;0
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;339300;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;383480;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;1060950;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1179410;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;828190;0
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;207830;0
1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;214010;0
1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;223860;0
1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;232120;0
1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;240350;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;248530;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;257260;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;262800;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;265720;0
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;77620;0
1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;80780;0
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;91400;0
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;94130;0
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;108370;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;132130;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;145620;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;189150;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;199420;0
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;50590;0
1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;51150;0
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;47560;0
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;47680;0
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;49640;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;50600;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;52930;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;52190;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;52800;0
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;678540;0
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;672390;0
1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;673780;0
1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;2270490;0
1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;2275750;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;2272850;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;2272220;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;5622640;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;5574160;0
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;42130;0
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;42170;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;37470;0
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;41880;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;45160;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;44970;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;47280;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;46170;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;48000;0
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;218000;0
1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;216030;0
1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;294370;0
1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;350470;0
1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;351120;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;394700;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;1065840;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1181340;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;832650;0
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;215240;0
1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;225540;0
1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;234680;0
1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;243550;0
1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;252110;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;255810;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;266870;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;272830;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;278140;0
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;89350;0
1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;92800;0
1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;102270;0
1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;107550;0
1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;118090;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;139300;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;155300;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;200050;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;208620;0
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;65400;0
1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;62270;0
1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;61680;0
1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;60850;0
1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;60850;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;61880;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;64570;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;65070;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;64270;0
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;682360;0
1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;685410;0
1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;686140;0
1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;2277300;0
1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;2280880;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;2272890;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;2274210;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;5588490;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;5765570;0
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;54290;0
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;52900;0
1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;55520;0
1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;54750;0
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;56950;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;57860;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;58700;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;57320;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;53990;0
